Server Time,Session Time Stamps,Tank_B201_empty,Tank_B202_empty,Tank_B203_empty,Tank_B204_empty,Tank_B204_middle,Tank_B201_full,Tank_B202_full,Tank_B203_full,Tank_B204_full,Tank_B201_Volume,Tank_B202_Volume,Tank_B203_Volume,Tank_B204_Volume,Pressure_below_B201,Pressure_below_B202,Pressure_below_B203,Pressure_below_B204,Tempreature_before_Pump_P201,Temperature_in_B204,Flow_after_Pump_P201,Flow_after_Pump_P202,Valve_V201_opening,Valve_V202_opening,Valve_V203_opening,Valve_V204_opening,Valve_V205_opening,Valve_V206_opening,Valve_V209_opening,Pump_P201_active,Pump_P202_active,Mixer_R201_of_B204_active,Tank_B201_level_calculated_via_LI211,Tank_B202_level_calculated_via_LI212,Tank_B203_level_calculated_via_LI213,Tank_B204_level_calculated_via_LI214,Tank_B201_level_calculated_via_VolumeB201,Tank_B202_level_calculated_via_VolumeB202,Tank_B203_level_calculated_via_VolumeB203,Tank_B204_level_calculated_via_VolumeB204,Anomaly
2024-01-13 00:43:47.253341,16.353097,1,1,1,1,0,1,1,1,1,347.6092224121094,2061.070068359375,1950.2515869140625,1766.877685546875,-0.0246799997985363,3.019479990005493,2.93884015083313,1.5578800439834597,18.39659309387207,18.79994773864746,4.659788131713867,-0.0024040006101131,1,0,0,0,0,0,0,1,0,0,24.598100662231445,149.57550048828125,142.24769592285156,57.17319869995117,2.465813414088508,15.10710265873674,14.37687081607204,5.785759855041504,0
2024-01-13 00:43:48.850001,17.944939,1,1,1,1,0,1,1,1,1,232.40353393554688,2060.463134765625,1954.5382080078125,1892.217529296875,-0.0246799997985363,2.9993200302124023,2.91867995262146,1.628440022468567,18.39659309387207,18.6380672454834,4.637540340423584,-0.0024040006101131,1,0,0,0,0,0,0,1,0,0,14.772500038146973,149.57089233398438,142.3212890625,61.78279495239258,1.5061378484452868,15.103437821880725,14.37687081607204,6.238592624633789,0
2024-01-13 00:43:50.372183,19.467687,1,1,1,1,0,1,1,1,1,110.2849578857422,2060.463134765625,1954.0023193359373,2015.886474609375,-0.0246799997985363,3.0698797702789307,3.059800148010254,1.628440022468567,18.47690773010254,18.71891975402832,4.644956111907959,6.799772381782532e-05,1,0,0,0,0,0,0,1,0,0,5.3516998291015625,149.57089233398438,142.24769592285156,65.26679992675781,0.5717377793731719,15.10756262838078,14.37687081607204,6.659081265197754,0
2024-01-13 00:43:51.932891,21.028152,1,1,1,1,0,1,1,1,1,4.722724914550781,2061.002685546875,1955.0740966796875,2151.253662109375,3.150520086288452,-0.0246799997985363,2.91867995262146,1.749400019645691,18.557397842407227,18.47690773010254,4.72406005859375,6.799772381782532e-05,0,1,0,0,0,0,0,1,0,0,-1.0882999897003174,148.6876983642578,142.2845001220703,69.7155990600586,-0.0354565853830622,14.978715007166372,14.37687081607204,7.036442037780762,0
2024-01-13 00:43:53.683238,22.783807,1,1,1,1,0,1,1,1,1,4.722724914550781,1945.4305419921875,1954.0023193359373,2298.3193359375,1.5578800439834597,0.1870000064373016,3.059800148010254,1.7695600986480713,18.39659309387207,18.47690773010254,4.790803909301758,6.799772381782532e-05,0,1,0,0,0,0,0,1,0,0,-1.0514999628067017,140.11329650878906,142.3212890625,74.43240356445312,-0.0391805573103962,14.068440971029863,14.37687081607204,7.553966215576172,0
2024-01-13 00:43:56.848295,25.953764,1,1,1,1,0,1,1,1,1,4.257699966430664,1797.770263671875,1954.0023193359373,2450.3984375,1.5881199836730957,0.4893999993801117,2.7473201751708984,1.7897199392318726,18.6380672454834,18.71891975402832,4.837772369384766,-0.0048760026693344,0,1,0,0,0,0,0,1,0,0,-1.125100016593933,121.9709014892578,142.2845001220703,82.6332015991211,-0.0317327702334106,12.23753866979804,14.37687081607204,8.39494270916748,0
2024-01-13 00:43:59.218140,28.315687,1,1,1,1,0,1,1,1,1,6.11790943145752,1530.076416015625,1954.0023193359373,2722.803955078125,1.5578800439834597,0.2978799641132355,2.8380401134490967,1.870360016822815,18.6380672454834,18.71891975402832,4.832828044891357,6.799772381782532e-05,0,1,0,0,0,0,0,1,0,0,-0.941100001335144,108.53890228271484,142.3212890625,89.17240142822266,-0.0391805573103962,10.952104122886668,14.380543390338822,8.993329572143555,0
2024-01-13 00:44:00.871806,29.967594,1,1,1,1,0,1,1,1,1,4.257699966430664,1359.0404052734375,1954.0023193359373,2904.96484375,1.537719964981079,0.0055599897168576,2.807800054550171,1.9308401346206665,18.6380672454834,18.6380672454834,4.820467948913574,-0.0024040006101131,0,1,0,0,0,0,0,1,0,0,-1.0882999897003174,98.34530639648438,142.24769592285156,93.35320281982422,-0.0391805573103962,9.97479949855559,14.38421582361286,9.419208113342284,0
2024-01-13 00:44:02.466435,31.564354,1,1,1,1,0,1,1,1,1,4.257699966430664,1230.2755126953125,1954.5382080078125,3023.6201171875,1.5276399850845337,0.2071599662303924,2.777559995651245,1.9812400341033936,18.557397842407227,18.79994773864746,4.813052177429199,-0.0024040006101131,0,1,0,0,0,0,0,1,0,0,-1.125100016593933,89.40290069580078,142.3212890625,97.6948013305664,-0.0391805573103962,9.03337099316144,14.38421582361286,9.850478130249025,0
2024-01-13 00:44:04.054483,33.153084,1,1,1,1,0,1,1,1,1,4.257699966430664,1103.162841796875,1954.5382080078125,3148.9599609375,1.5074800252914429,-0.0649999976158142,2.8279600143432617,2.021559953689575,18.557397842407227,18.79994773864746,4.783388137817383,-0.0048760026693344,0,1,0,0,0,0,0,1,0,0,-1.0882999897003174,80.60770416259766,142.24769592285156,101.60759735107422,-0.0391805573103962,8.127953033993883,14.38421582361286,10.244011754882813,0
2024-01-13 00:44:05.662524,34.759034,1,1,1,1,0,1,1,1,1,4.257699966430664,981.702392578125,1954.0023193359373,3270.957763671875,1.5276399850845337,-0.0146000059321522,2.9892399311065674,2.051800012588501,18.6380672454834,18.71891975402832,4.7710280418396,-0.0048760026693344,0,1,0,0,0,0,0,1,0,0,-1.0882999897003174,71.1133041381836,142.3212890625,105.6811981201172,-0.0391805573103962,7.232758589835751,14.37687081607204,10.659108919738769,0
2024-01-13 00:44:07.246326,36.342848,1,1,1,1,0,1,1,1,1,4.257699966430664,855.3306884765625,1954.0023193359373,3396.297607421875,1.5578800439834597,-0.0146000059321522,2.93884015083313,2.1223599910736084,18.31645774841309,18.47690773010254,4.748780250549316,-0.0024040006101131,0,1,0,0,0,0,0,1,0,0,-1.0882999897003174,62.28130340576172,142.3212890625,109.32599639892578,-0.0391805573103962,6.303386274179883,14.373198100799003,11.020297627807617,0
2024-01-13 00:44:08.852815,37.949696,1,1,1,1,0,1,1,1,1,4.257699966430664,737.021240234375,1953.4664306640625,3526.6513671875,1.5276399850845337,-0.0649999976158142,2.9590001106262207,2.142519950866699,18.557397842407227,18.47690773010254,4.736420154571533,-0.0024040006101131,0,1,0,0,0,0,0,1,0,0,-1.0147000551223757,53.89090347290039,142.2108917236328,113.50679779052734,-0.0391805573103962,5.413928899121793,14.37687081607204,11.473131184936523,0
2024-01-13 00:44:10.485059,39.582455,1,1,1,1,0,1,1,1,1,4.257699966430664,614.8667602539062,1954.5382080078125,3646.977783203125,1.4974000453948977,0.0055599897168576,2.757399797439575,2.203000068664551,18.39659309387207,18.39659309387207,4.706756114959717,6.799772381782532e-05,0,1,0,0,0,0,0,1,0,0,-1.125100016593933,43.84450149536133,142.24769592285156,117.74119567871094,-0.0205504827976868,4.464305327255025,14.37687081607204,11.904401201843262,0
2024-01-13 00:44:12.087877,41.187184,1,1,1,1,0,1,1,1,1,4.257699966430664,489.0030212402344,1952.9305419921875,3772.317626953125,1.5276399850845337,-0.0246799997985363,2.9993200302124023,2.2533998489379883,18.557397842407227,18.6380672454834,4.67214822769165,-0.0024040006101131,0,1,0,0,0,0,0,1,0,0,-1.125100016593933,34.644500732421875,142.2108917236328,121.8147964477539,-0.0391805573103962,3.5472403387520752,14.37687081607204,12.276371286254882,0
2024-01-13 00:44:13.674411,42.771069,1,1,1,1,0,1,1,1,1,5.187768459320068,368.1911315917969,1953.4664306640625,3906.013671875,1.5175600051879885,-0.0549200065433979,2.777559995651245,2.283639907836914,18.39659309387207,18.47690773010254,4.6770920753479,-0.0048760026693344,0,1,0,0,0,0,0,1,0,0,-1.0514999628067017,25.3341007232666,142.2845001220703,125.72759246826172,-0.0391805573103962,2.6219611370246123,14.373198100799003,12.739986219726562,0
2024-01-13 00:44:15.239464,44.336125,1,1,1,1,0,1,1,1,1,5.652830123901367,246.15301513671875,1954.5382080078125,4034.6962890625,1.537719964981079,-0.0146000059321522,2.757399797439575,2.323960065841675,18.39659309387207,18.31645774841309,4.659788131713867,6.799772381782532e-05,0,1,0,0,0,0,0,1,0,0,-0.9042999744415284,16.465301513671875,142.2845001220703,130.01559448242188,-0.0205504827976868,1.636372111192972,14.373198100799003,13.07961138757324,0
2024-01-13 00:44:17.074849,46.171091,1,1,1,1,0,1,1,1,1,4.257699966430664,99.96817779541016,1955.0740966796875,4171.734375,1.5578800439834597,-0.0146000059321522,2.787639856338501,2.3844399452209477,18.47690773010254,18.39659309387207,4.637540340423584,6.799772381782532e-05,0,1,0,0,0,0,0,1,0,0,-1.0882999897003174,4.946899890899658,142.24769592285156,134.03558349609375,-0.0317327702334106,0.538217069755396,14.37687081607204,13.532444944702148,0
2024-01-13 00:44:18.630058,47.726296,1,1,1,1,0,1,1,1,1,4.257699966430664,5.187768459320068,1953.4664306640625,4295.4033203125,1.5276399850845337,0.7212399840354919,1.8905199766159055,2.3844399452209477,18.557397842407227,18.47690773010254,4.67214822769165,-0.0122920013964176,0,0,1,0,0,0,0,1,0,0,-1.0147000551223757,-1.0514999628067017,141.10690307617188,138.10919189453125,-0.0354565853830622,-0.0391805573103962,14.185949681786022,13.979887026123048,0
2024-01-13 00:44:20.196461,49.293867,1,1,1,1,0,1,1,1,1,4.257699966430664,4.257699966430664,1831.2310791015625,4424.0859375,1.4470000267028809,1.5276399850845337,0.3482800126075744,2.434840202331543,18.31645774841309,18.79994773864746,4.731476306915283,-0.0024040006101131,0,0,1,0,0,0,0,1,0,0,-1.125100016593933,-1.125100016593933,132.05409240722656,142.34359741210938,-0.0130983733297137,-0.0391805573103962,13.326262149712395,14.335685046020508,0
2024-01-13 00:44:21.790565,50.891205,1,1,1,1,0,1,1,1,1,4.722724914550781,4.257699966430664,1708.3670654296875,4541.06982421875,1.5780400037765503,1.5175600051879885,0.197079986333847,2.5053999423980717,18.6380672454834,18.39659309387207,4.790803909301758,6.799772381782532e-05,0,0,1,0,0,0,0,1,0,0,-1.125100016593933,-1.0514999628067017,123.4061050415039,146.30999755859375,-0.0317327702334106,-0.0391805573103962,12.454663477568106,14.745391522705075,0
2024-01-13 00:44:23.340462,52.437287,1,1,1,1,1,1,1,1,1,4.722724914550781,5.187768459320068,1582.2965087890625,4668.0810546875,1.5175600051879885,1.5578800439834597,0.0559599995613098,2.4852399826049805,18.6380672454834,18.79994773864746,4.800692081451416,-0.0048760026693344,0,0,1,0,0,0,0,1,0,0,-1.0147000551223757,-1.0514999628067017,114.57410430908205,151.45559692382812,-0.0391805573103962,-0.0354565853830622,11.585853271372295,15.316823369750976,0
2024-01-13 00:44:24.875142,53.972056,1,1,1,1,1,1,1,1,1,4.257699966430664,5.187768459320068,1459.348876953125,4833.52978515625,1.5074800252914429,1.5074800252914429,0.0861999914050102,2.5759599208831787,18.557397842407227,18.39659309387207,4.798220157623291,-0.0048760026693344,0,0,1,0,0,0,0,1,0,0,-1.0882999897003174,-1.0514999628067017,106.03650665283205,157.9947967529297,-0.0354565853830622,-0.0354565853830622,10.73092117768742,16.066155014282227,0
2024-01-13 00:44:26.609633,55.707499,1,1,1,1,1,1,1,1,1,4.257699966430664,5.187768459320068,1339.987060546875,4907.0625,1.537719964981079,1.487320065498352,0.0156399924308061,2.6061999797821045,18.557397842407227,18.47690773010254,4.780916213989258,-0.0048760026693344,0,0,1,0,0,0,0,1,0,0,-0.9042999744415284,-1.125100016593933,96.32130432128906,158.53079223632812,-0.0391805573103962,-0.0391805573103962,9.760757892017285,15.92060249597168,0
2024-01-13 00:44:28.200036,57.298648,1,1,1,1,1,1,1,1,1,4.722724914550781,4.722724914550781,1198.6456298828125,5034.07373046875,1.4974000453948977,1.4570800065994265,-0.0448400042951107,2.6263601779937744,18.39659309387207,18.71891975402832,4.748780250549316,6.799772381782532e-05,0,0,1,0,0,0,0,1,0,0,-1.125100016593933,-1.125100016593933,87.19490051269531,162.06838989257812,-0.0391805573103962,-0.0354565853830622,8.841272791569612,16.34648024963379,0
2024-01-13 00:44:29.734097,58.831375,1,1,1,1,1,1,1,1,1,4.257699966430664,4.257699966430664,1070.8048095703125,5152.72900390625,1.5276399850845337,1.4570800065994265,0.0055599897168576,2.656599998474121,18.39659309387207,18.71891975402832,4.736420154571533,-0.0024040006101131,0,0,1,0,0,0,0,1,0,0,-1.0882999897003174,-1.125100016593933,78.69409942626953,165.8203887939453,-0.0354565853830622,-0.0391805573103962,7.983741037188778,16.74001387426758,0
2024-01-13 00:44:31.280536,60.377915,1,1,1,1,1,1,1,1,1,4.257699966430664,4.257699966430664,963.1484375,5271.38427734375,1.487320065498352,1.4671599864959717,-0.0347600020468235,2.7372400760650635,18.39659309387207,18.31645774841309,4.706756114959717,-0.0024040006101131,0,0,1,0,0,0,0,1,0,0,-1.125100016593933,-0.9779000282287598,69.86209869384766,169.46519470214844,-0.0317327702334106,-0.024279718709069,7.088413706718805,17.101203369873048,0
2024-01-13 00:44:32.792146,61.888886,1,1,1,1,1,1,1,1,1,4.257699966430664,4.257699966430664,845.8873291015625,5383.3544921875,1.5074800252914429,1.5074800252914429,-0.0246799997985363,2.7372400760650635,18.557397842407227,18.31645774841309,4.696867942810059,-0.0024040006101131,0,0,1,0,0,0,0,1,0,0,-1.125100016593933,-1.0514999628067017,61.324501037597656,173.1099853515625,-0.0391805573103962,-0.0391805573103962,6.258931701796099,17.424655685668945,0
2024-01-13 00:44:34.297877,63.393028,1,1,1,1,1,1,1,1,1,4.257699966430664,4.257699966430664,721.7518310546875,5486.96875,1.5074800252914429,1.487320065498352,-0.0146000059321522,2.777559995651245,18.557397842407227,18.71891975402832,4.691924095153809,6.799772381782532e-05,0,0,1,0,0,0,0,1,0,0,-1.125100016593933,-1.125100016593933,52.75010299682617,176.3795928955078,-0.0391805573103962,-0.0317327702334106,5.350895453640732,17.785843606201173,0
2024-01-13 00:44:35.932247,65.032336,1,1,1,1,1,1,1,1,1,4.257699966430664,4.257699966430664,610.47265625,5588.912109375,1.5578800439834597,1.4066801071166992,-0.0448400042951107,2.8380401134490967,18.47690773010254,18.79994773864746,4.689452171325684,0.002539999783039,0,0,1,0,0,0,0,1,0,0,-1.125100016593933,-1.0882999897003174,43.513301849365234,180.23878479003903,-0.0391805573103962,-0.0391805573103962,4.449460317546193,18.173987330200195,0
2024-01-13 00:44:37.543254,66.642401,1,1,1,1,1,1,1,1,1,4.257699966430664,4.257699966430664,483.6844482421875,5714.251953125,1.5276399850845337,1.4671599864959717,-0.0649999976158142,2.848120212554932,18.39659309387207,18.39659309387207,4.67214822769165,-0.0048760026693344,0,0,1,0,0,0,0,1,0,0,-1.0882999897003174,-0.9779000282287598,34.570899963378906,183.77638244628903,-0.0391805573103962,-0.0354565853830622,3.528671545231494,18.51900239868164,0
2024-01-13 00:44:39.154462,68.253432,1,1,1,1,1,1,1,1,1,4.257699966430664,4.257699966430664,361.007568359375,5841.26318359375,1.5074800252914429,1.4974000453948977,-0.0347600020468235,2.908600091934204,18.557397842407227,18.79994773864746,4.659788131713867,6.799772381782532e-05,0,0,1,0,0,0,0,1,0,0,-1.125100016593933,-1.125100016593933,24.966100692749023,187.206787109375,-0.0391805573103962,-0.0391805573103962,2.577346607052464,18.923318974731444,0
2024-01-13 00:44:40.693043,69.790888,1,1,1,1,1,1,1,1,1,4.257699966430664,4.722724914550781,245.20428466796875,5953.23388671875,1.5175600051879885,1.487320065498352,-0.0146000059321522,2.93884015083313,18.39659309387207,18.6380672454834,4.607876300811768,-0.0048760026693344,0,0,1,0,0,0,0,1,0,0,-1.125100016593933,-1.125100016593933,15.729300498962402,191.333984375,-0.0391805573103962,-0.0354565853830622,1.6475372800738102,19.279115419555666,0
2024-01-13 00:44:42.287792,71.385231,1,1,1,1,1,1,1,1,1,4.257699966430664,4.257699966430664,125.3069076538086,6056.84814453125,1.567959904670715,1.5074800252914429,-0.0246799997985363,2.9791598320007324,18.39659309387207,18.39659309387207,4.605403900146484,-0.0048760026693344,0,0,1,0,0,0,0,1,0,0,-1.125100016593933,-1.0882999897003174,6.934100151062012,195.0859832763672,-0.0354565853830622,-0.0317327702334106,0.735588674804887,19.667259143554688,0
2024-01-13 00:44:43.887551,72.986807,1,1,1,1,1,1,1,1,1,4.257699966430664,4.257699966430664,7.048123359680176,6127.03857421875,1.5276399850845337,1.5074800252914429,-0.0347600020468235,3.1202800273895264,18.39659309387207,18.79994773864746,4.600460052490234,-0.0024040006101131,0,0,0,0,0,0,0,0,0,0,-0.941100001335144,-1.0147000551223757,-1.0882999897003174,197.92678833007807,-0.0354565853830622,0.0241586493174845,-0.0391805573103962,19.904457298461917,0
2024-01-13 00:44:45.503087,74.601604,1,1,1,1,1,1,1,1,1,5.187768459320068,5.187768459320068,4.722724914550781,6193.88671875,1.5276399850845337,1.5175600051879885,1.416759967803955,2.9791598320007324,18.557397842407227,18.71891975402832,0.4128919839859009,0.002539999783039,0,0,0,1,0,0,0,0,1,0,-1.125100016593933,-1.0514999628067017,-1.0882999897003174,197.92678833007807,-0.0391805573103962,-0.0354565853830622,-0.0354565853830622,19.95297585461426,0
2024-01-13 00:44:47.085417,76.183936,1,1,1,1,1,1,1,1,1,37.31967926025391,4.722724914550781,6.583007335662842,6115.34033203125,1.658680081367493,1.4369200468063354,1.4470000267028809,1.6183600425720217,18.47690773010254,18.47690773010254,-0.0048760026693344,3.2556920051574707,0,0,0,1,0,0,0,0,1,0,4.247700214385986,-1.0514999628067017,-1.125100016593933,195.24679565429688,0.3929607282169824,-0.0391805573103962,-0.0280032201047225,19.62952196374512,0
2024-01-13 00:44:48.678310,77.776611,1,1,1,1,1,1,1,1,1,142.22886657714844,4.257699966430664,5.652830123901367,6040.13623046875,1.8300400972366333,1.487320065498352,1.3865200281143188,1.567959904670715,18.47690773010254,18.39659309387207,-0.0048760026693344,4.214828014373779,0,0,0,1,0,0,0,0,1,0,11.681300163269045,-1.0147000551223757,-1.125100016593933,191.60198974609372,1.2605102052726038,-0.0317327702334106,-0.0317327702334106,19.295288271606445,0
2024-01-13 00:44:50.292186,79.389496,1,1,1,1,1,1,1,1,1,252.321533203125,5.187768459320068,4.257699966430664,5916.46728515625,1.8501999378204343,1.4369200468063354,1.3966000080108645,1.547800064086914,18.557397842407227,18.79994773864746,-0.0122920013964176,4.311235904693604,0,0,0,1,0,0,0,0,1,0,20.844501495361328,-1.0882999897003174,-1.0147000551223757,188.7075958251953,2.220393382100467,-0.0354565853830622,-0.0391805573103962,18.988008807861327,0
2024-01-13 00:44:51.880421,80.978947,1,1,1,1,1,1,1,1,1,374.8994445800781,5.187768459320068,4.722724914550781,5791.12744140625,1.9207600355148315,1.487320065498352,1.3966000080108645,1.668760061264038,18.47690773010254,18.6380672454834,-0.0122920013964176,4.33595609664917,0,0,0,1,0,0,0,0,1,0,29.161300659179688,-1.0514999628067017,-1.125100016593933,184.79478454589844,3.108852707920251,-0.0354565853830622,-0.0280032201047225,18.583693806884764,0
2024-01-13 00:44:53.413501,82.510828,1,1,1,1,1,1,1,1,1,492.388671875,4.257699966430664,5.652830123901367,5692.5263671875,2.021559953689575,1.4671599864959717,1.4066801071166992,1.5074800252914429,18.23650550842285,18.6380672454834,-0.0048760026693344,4.338428020477295,0,0,0,1,0,0,0,0,1,0,38.1405029296875,-1.0882999897003174,-1.0882999897003174,182.06118774414065,3.985452132868454,-0.0391805573103962,-0.0391805573103962,18.287195719482423,0
2024-01-13 00:44:54.902973,83.998907,1,1,1,1,1,1,1,1,1,589.9862670898438,4.257699966430664,6.583007335662842,5582.2275390625,2.142519950866699,1.4570800065994265,1.416759967803955,1.4570800065994265,18.6380672454834,18.79994773864746,6.799772381782532e-05,4.345844268798828,0,0,0,1,0,0,0,0,1,0,46.31010055541992,-1.125100016593933,-1.125100016593933,178.36279296875,4.727765499783691,-0.0391805573103962,-0.0317327702334106,17.926006223876954,0
2024-01-13 00:44:56.396781,85.491079,1,1,1,1,1,1,1,1,1,716.3378295898438,4.257699966430664,4.257699966430664,5491.982421875,2.1324398517608643,1.4974000453948977,1.3966000080108645,1.1950000524520874,18.39659309387207,18.47690773010254,-0.0122920013964176,4.353260040283203,0,0,0,1,0,0,0,0,1,0,55.32610321044922,-1.125100016593933,-1.125100016593933,175.30758666992188,5.714207673643325,-0.0391805573103962,-0.0354565853830622,17.678026692626954,0
2024-01-13 00:44:57.894632,86.991934,1,1,1,1,1,1,1,1,1,822.5556030273438,4.257699966430664,4.257699966430664,5398.3955078125,2.192919969558716,1.5074800252914429,1.4066801071166992,1.1647599935531616,18.47690773010254,18.47690773010254,-0.0048760026693344,4.348316192626953,0,0,0,1,0,0,0,0,1,0,62.13410186767578,-1.0147000551223757,-1.125100016593933,172.41319274902344,6.3848843024112565,-0.0354565853830622,-0.0354565853830622,17.316838772094727,0
2024-01-13 00:44:59.471905,88.56924,1,1,1,1,1,1,1,1,1,929.1142578125,4.257699966430664,4.722724914550781,5296.4521484375,2.2634799480438232,1.4974000453948977,1.416759967803955,1.4369200468063354,18.31645774841309,18.79994773864746,-0.0024040006101131,4.360676288604736,0,0,0,1,0,0,0,0,1,0,71.37090301513672,-1.125100016593933,-1.125100016593933,168.82199096679688,7.428883416205446,-0.0354565853830622,-0.0391805573103962,16.98260350488281,0
2024-01-13 00:45:01.094242,90.193054,1,1,1,1,1,1,1,1,1,1043.560546875,5.187768459320068,4.722724914550781,5181.13916015625,2.3844399452209477,1.5175600051879885,1.3966000080108645,1.416759967803955,18.31645774841309,18.88115501403809,-0.0024040006101131,4.355731964111328,0,0,0,1,0,0,0,0,1,0,80.01890563964844,-1.125100016593933,-1.125100016593933,165.2307891845703,8.146439444308264,-0.024279718709069,-0.0391805573103962,16.63219696069336,0
